student_number;first_name;last_name;gender;email_addresses;role;asso_name;asso_desc
6971046;Lydie;GUEMARD;H;Lydie.GUEMARD@centralesupelec.fr;member;Impact;
1079682;Remy;HOUDU;H;Remy.HOUDU@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1079682;Remy;HOUDU;H;Remy.HOUDU@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1079682;Remy;HOUDU;H;Remy.HOUDU@centralesupelec.fr;member;Sono;
8725005;Rolland;LIEVRE;H;Rolland.LIEVRE@centralesupelec.fr,Rolland.LIEVRE@yahoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8725005;Rolland;LIEVRE;H;Rolland.LIEVRE@centralesupelec.fr,Rolland.LIEVRE@yahoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8725005;Rolland;LIEVRE;H;Rolland.LIEVRE@centralesupelec.fr,Rolland.LIEVRE@yahoo.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3509867;Jeannine;PAILLAT;W;Jeannine.PAILLAT@centralesupelec.fr,Jeannine.PAILLAT@free.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3509867;Jeannine;PAILLAT;W;Jeannine.PAILLAT@centralesupelec.fr,Jeannine.PAILLAT@free.fr;member;Sono;
3509867;Jeannine;PAILLAT;W;Jeannine.PAILLAT@centralesupelec.fr,Jeannine.PAILLAT@free.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6396437;Alex;SAULNIER;H;Alex.SAULNIER@centralesupelec.fr;member;Sono;
6396437;Alex;SAULNIER;H;Alex.SAULNIER@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6303380;Hamed;FOUGERE;H;Hamed.FOUGERE@centralesupelec.fr,Hamed.FOUGERE@yahoo.com;member;Barco;installation et exploitation de materiel video
6303380;Hamed;FOUGERE;H;Hamed.FOUGERE@centralesupelec.fr,Hamed.FOUGERE@yahoo.com;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6303380;Hamed;FOUGERE;H;Hamed.FOUGERE@centralesupelec.fr,Hamed.FOUGERE@yahoo.com;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1866526;Jean-Raymond;COIGNARD;garçon;Jean-Raymond.COIGNARD@centralesupelec.fr,Jean-Raymond.COIGNARD@yahoo.com;member;Barco;installation et exploitation de materiel video
1866526;Jean-Raymond;COIGNARD;garçon;Jean-Raymond.COIGNARD@centralesupelec.fr,Jean-Raymond.COIGNARD@yahoo.com;member;Impact;
171568;Reynald;HOGNON;garçon;Reynald.HOGNON@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2046596;Anabelle;BOUYER;F;Anabelle.BOUYER@centralesupelec.fr,Anabelle.BOUYER@hotmail.fr;member;Sono;
2046596;Anabelle;BOUYER;F;Anabelle.BOUYER@centralesupelec.fr,Anabelle.BOUYER@hotmail.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
2046596;Anabelle;BOUYER;F;Anabelle.BOUYER@centralesupelec.fr,Anabelle.BOUYER@hotmail.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
5132626;Joao;GOURE;garçon;Joao.GOURE@centralesupelec.fr;member;Sono;
5132626;Joao;GOURE;garçon;Joao.GOURE@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
856194;Jean-Yvon;LEVEQUE;garçon;Jean-Yvon.LEVEQUE@centralesupelec.fr,Jean-Yvon.LEVEQUE@free.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6768249;Dolores;BOURDEAU;F;Dolores.BOURDEAU@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6768249;Dolores;BOURDEAU;F;Dolores.BOURDEAU@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5208398;Mikaël;GUIGNON;H;Mikael.GUIGNON@centralesupelec.fr,Mikael.GUIGNON@hotmail.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5208398;Mikaël;GUIGNON;H;Mikael.GUIGNON@centralesupelec.fr,Mikael.GUIGNON@hotmail.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5208398;Mikaël;GUIGNON;H;Mikael.GUIGNON@centralesupelec.fr,Mikael.GUIGNON@hotmail.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1468941;Najat;BERTHAUD;F;Najat.BERTHAUD@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1468941;Najat;BERTHAUD;F;Najat.BERTHAUD@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1468941;Najat;BERTHAUD;F;Najat.BERTHAUD@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2299333;Alix;THIERY;garçon;Alix.THIERY@centralesupelec.fr,Alix.THIERY@google.com;member;Impact;
2299333;Alix;THIERY;garçon;Alix.THIERY@centralesupelec.fr,Alix.THIERY@google.com;member;Sono;
2116067;Yoann;GAUDICHEAU;M;Yoann.GAUDICHEAU@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2116067;Yoann;GAUDICHEAU;M;Yoann.GAUDICHEAU@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2116067;Yoann;GAUDICHEAU;M;Yoann.GAUDICHEAU@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7048766;François-Marie;RABOIN;M;Francois-Marie.RABOIN@centralesupelec.fr,Francois-Marie.RABOIN@orange.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7048766;François-Marie;RABOIN;M;Francois-Marie.RABOIN@centralesupelec.fr,Francois-Marie.RABOIN@orange.fr;member;Impact;
7048766;François-Marie;RABOIN;M;Francois-Marie.RABOIN@centralesupelec.fr,Francois-Marie.RABOIN@orange.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4097932;Cathy;JUBEAU;F;Cathy.JUBEAU@centralesupelec.fr,Cathy.JUBEAU@orange.fr;member;Barco;installation et exploitation de materiel video
4097932;Cathy;JUBEAU;F;Cathy.JUBEAU@centralesupelec.fr,Cathy.JUBEAU@orange.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4097932;Cathy;JUBEAU;F;Cathy.JUBEAU@centralesupelec.fr,Cathy.JUBEAU@orange.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
2906447;Hélène;LAILLER;H;Helene.LAILLER@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8264536;Jerome;METIVIER;H;Jerome.METIVIER@centralesupelec.fr,Jerome.METIVIER@yahoo.fr;member;Barco;installation et exploitation de materiel video
8264536;Jerome;METIVIER;H;Jerome.METIVIER@centralesupelec.fr,Jerome.METIVIER@yahoo.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8264536;Jerome;METIVIER;H;Jerome.METIVIER@centralesupelec.fr,Jerome.METIVIER@yahoo.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3619521;Théophile;PROUTIERE;H;Theophile.PROUTIERE@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3619521;Théophile;PROUTIERE;H;Theophile.PROUTIERE@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1405566;Saliha;DELHOMMEAU;W;Saliha.DELHOMMEAU@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9645399;Véronique;BOUHIRON;F;Veronique.BOUHIRON@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9645399;Véronique;BOUHIRON;F;Veronique.BOUHIRON@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9645399;Véronique;BOUHIRON;F;Veronique.BOUHIRON@centralesupelec.fr;member;Sono;
6439314;Suzanne;GASTE;F;Suzanne.GASTE@centralesupelec.fr,Suzanne.GASTE@hotmail.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5548333;Vivianne;RABOUIN;W;Vivianne.RABOUIN@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
5548333;Vivianne;RABOUIN;W;Vivianne.RABOUIN@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8851393;Annie;ROULLIER;fille;Annie.ROULLIER@centralesupelec.fr,Annie.ROULLIER@hotmail.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8851393;Annie;ROULLIER;fille;Annie.ROULLIER@centralesupelec.fr,Annie.ROULLIER@hotmail.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
549362;Joanny;SUBILEAU;H;Joanny.SUBILEAU@centralesupelec.fr,Joanny.SUBILEAU@free.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
549362;Joanny;SUBILEAU;H;Joanny.SUBILEAU@centralesupelec.fr,Joanny.SUBILEAU@free.fr;member;Barco;installation et exploitation de materiel video
549362;Joanny;SUBILEAU;H;Joanny.SUBILEAU@centralesupelec.fr,Joanny.SUBILEAU@free.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4638846;Jean Baptiste;ROINARD;garçon;Jean Baptiste.ROINARD@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2838280;Philomène;BIGEARD;fille;Philomene.BIGEARD@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6316333;Nancy;HULLIN;fille;Nancy.HULLIN@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6316333;Nancy;HULLIN;fille;Nancy.HULLIN@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
7278656;Myriam;PERCEVAULT;fille;Myriam.PERCEVAULT@centralesupelec.fr,Myriam.PERCEVAULT@google.com;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6000154;Jean-Camille;SAVARIT;M;Jean-Camille.SAVARIT@centralesupelec.fr,Jean-Camille.SAVARIT@wanadoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6000154;Jean-Camille;SAVARIT;M;Jean-Camille.SAVARIT@centralesupelec.fr,Jean-Camille.SAVARIT@wanadoo.fr;member;Sono;
6172402;Humbert;BOISIAUD;garçon;Humbert.BOISIAUD@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6172402;Humbert;BOISIAUD;garçon;Humbert.BOISIAUD@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6172402;Humbert;BOISIAUD;garçon;Humbert.BOISIAUD@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3029679;Cendrine;DUCHENE;fille;Cendrine.DUCHENE@centralesupelec.fr,Cendrine.DUCHENE@hotmail.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1533193;Joachim;JUBERT;H;Joachim.JUBERT@centralesupelec.fr,Joachim.JUBERT@hotmail.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1533193;Joachim;JUBERT;H;Joachim.JUBERT@centralesupelec.fr,Joachim.JUBERT@hotmail.com;member;Sono;
1533193;Joachim;JUBERT;H;Joachim.JUBERT@centralesupelec.fr,Joachim.JUBERT@hotmail.com;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3744587;Mickaël;LIZEE;H;Mickael.LIZEE@centralesupelec.fr,Mickael.LIZEE@wanadoo.fr;member;Sono;
3744587;Mickaël;LIZEE;H;Mickael.LIZEE@centralesupelec.fr,Mickael.LIZEE@wanadoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3744587;Mickaël;LIZEE;H;Mickael.LIZEE@centralesupelec.fr,Mickael.LIZEE@wanadoo.fr;member;Impact;
5320916;Alison;GOUBAULT;fille;Alison.GOUBAULT@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1997966;Marylène;CHAUVIERE;fille;Marylene.CHAUVIERE@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1997966;Marylène;CHAUVIERE;fille;Marylene.CHAUVIERE@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1997966;Marylène;CHAUVIERE;fille;Marylene.CHAUVIERE@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1057577;Janine;LEBLANC;W;Janine.LEBLANC@centralesupelec.fr,Janine.LEBLANC@yahoo.com;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1057577;Janine;LEBLANC;W;Janine.LEBLANC@centralesupelec.fr,Janine.LEBLANC@yahoo.com;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1057577;Janine;LEBLANC;W;Janine.LEBLANC@centralesupelec.fr,Janine.LEBLANC@yahoo.com;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4633219;Francisca;ROYER;W;Francisca.ROYER@centralesupelec.fr,Francisca.ROYER@hotmail.fr;member;Impact;
1966837;Stéphanie;RICHARD;H;Stephanie.RICHARD@centralesupelec.fr,Stephanie.RICHARD@yahoo.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8106108;Madeleine;PREZELIN;W;Madeleine.PREZELIN@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1129949;Monika;CHRETIEN;F;Monika.CHRETIEN@centralesupelec.fr,Monika.CHRETIEN@hotmail.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1129949;Monika;CHRETIEN;F;Monika.CHRETIEN@centralesupelec.fr,Monika.CHRETIEN@hotmail.fr;member;Barco;installation et exploitation de materiel video
1129949;Monika;CHRETIEN;F;Monika.CHRETIEN@centralesupelec.fr,Monika.CHRETIEN@hotmail.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3242801;Marie Anne;MICHEL;F;Marie Anne.MICHEL@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3242801;Marie Anne;MICHEL;F;Marie Anne.MICHEL@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3242801;Marie Anne;MICHEL;F;Marie Anne.MICHEL@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3344822;Arlette;RENIER;W;Arlette.RENIER@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9169627;Mostafa;RIVAULT;H;Mostafa.RIVAULT@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9169627;Mostafa;RIVAULT;H;Mostafa.RIVAULT@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9169627;Mostafa;RIVAULT;H;Mostafa.RIVAULT@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3900976;Amel;ROUMY;W;Amel.ROUMY@centralesupelec.fr,Amel.ROUMY@orange.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3900976;Amel;ROUMY;W;Amel.ROUMY@centralesupelec.fr,Amel.ROUMY@orange.fr;member;Sono;
9929295;Anicette;LE GAL;F;Anicette.LE GAL@centralesupelec.fr,Anicette.LE GAL@wanadoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9929295;Anicette;LE GAL;F;Anicette.LE GAL@centralesupelec.fr,Anicette.LE GAL@wanadoo.fr;member;Barco;installation et exploitation de materiel video
9929295;Anicette;LE GAL;F;Anicette.LE GAL@centralesupelec.fr,Anicette.LE GAL@wanadoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3733132;Alcide;DEHOUX;H;Alcide.DEHOUX@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
473899;Marie-Pierre;ROBICHON;M;Marie-Pierre.ROBICHON@centralesupelec.fr,Marie-Pierre.ROBICHON@sfr.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9340961;Marie-Aline;NAULET;F;Marie-Aline.NAULET@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9340961;Marie-Aline;NAULET;F;Marie-Aline.NAULET@centralesupelec.fr;member;Impact;
1115480;Christine;ALLORY;M;Christine.ALLORY@centralesupelec.fr,Christine.ALLORY@yahoo.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8699889;Marceline;CHEVROLLIER;F;Marceline.CHEVROLLIER@centralesupelec.fr,Marceline.CHEVROLLIER@free.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8699889;Marceline;CHEVROLLIER;F;Marceline.CHEVROLLIER@centralesupelec.fr,Marceline.CHEVROLLIER@free.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8699889;Marceline;CHEVROLLIER;F;Marceline.CHEVROLLIER@centralesupelec.fr,Marceline.CHEVROLLIER@free.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4240872;Patricia;LHOMMEAU;F;Patricia.LHOMMEAU@centralesupelec.fr,Patricia.LHOMMEAU@orange.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4240872;Patricia;LHOMMEAU;F;Patricia.LHOMMEAU@centralesupelec.fr,Patricia.LHOMMEAU@orange.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
507855;Danielle;PRUDHOMME;M;Danielle.PRUDHOMME@centralesupelec.fr,Danielle.PRUDHOMME@hotmail.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
801225;Jean Charles;CHEVRE;M;Jean Charles.CHEVRE@centralesupelec.fr;member;Impact;
801225;Jean Charles;CHEVRE;M;Jean Charles.CHEVRE@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9401226;Pilar;GUICHARD;W;Pilar.GUICHARD@centralesupelec.fr,Pilar.GUICHARD@sfr.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4776029;Héloïse;LEMASSON;fille;Heloise.LEMASSON@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5499132;Dominique;RONCIER;garçon;Dominique.RONCIER@centralesupelec.fr,Dominique.RONCIER@yahoo.com;member;Impact;
268237;Annonciade;BRU;W;Annonciade.BRU@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
268237;Annonciade;BRU;W;Annonciade.BRU@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6897722;Cécile;JEANNEAU;M;Cecile.JEANNEAU@centralesupelec.fr,Cecile.JEANNEAU@hotmail.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9956934;Félicie;ALAIN;F;Felicie.ALAIN@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9956934;Félicie;ALAIN;F;Felicie.ALAIN@centralesupelec.fr;member;Impact;
3428204;Jean-Vincent;PINIER;H;Jean-Vincent.PINIER@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3428204;Jean-Vincent;PINIER;H;Jean-Vincent.PINIER@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
883663;Anne Sophie;BARRE;F;Anne Sophie.BARRE@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
883663;Anne Sophie;BARRE;F;Anne Sophie.BARRE@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
103153;Annette;BREBION;W;Annette.BREBION@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2077485;Joannès;ESNAULT;garçon;Joannes.ESNAULT@centralesupelec.fr,Joannes.ESNAULT@hotmail.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2077485;Joannès;ESNAULT;garçon;Joannes.ESNAULT@centralesupelec.fr,Joannes.ESNAULT@hotmail.fr;member;Impact;
2077485;Joannès;ESNAULT;garçon;Joannes.ESNAULT@centralesupelec.fr,Joannes.ESNAULT@hotmail.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9782076;Toussaint;BILLARD;M;Toussaint.BILLARD@centralesupelec.fr,Toussaint.BILLARD@wanadoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7199569;France;LEON;M;France.LEON@centralesupelec.fr,France.LEON@yahoo.com;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7199569;France;LEON;M;France.LEON@centralesupelec.fr,France.LEON@yahoo.com;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7199569;France;LEON;M;France.LEON@centralesupelec.fr,France.LEON@yahoo.com;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
